sample_id	master_id	group_id	population	region	subregion	layer	role
I2859.SG	I2859	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2860.SG	I2860	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2861.SG	I2861	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2932.SG	I2932	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2934.SG	I2934	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2935.SG	I2935	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I1098.SG	I1098	Turkey_N	Turkey_N	OUTGROUP	Anatolia	T2	OUTGROUP
I2978.SG	I2978	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2980.SG	I2980	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2981.SG	I2981	Scotland_EBA_C	Scotland_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2982.SG	I2982	Scotland_MIA	Scotland_MIA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2988.SG	I2988	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3122.SG	I3122	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I1116.SG	I1116	Serbia_Medieval	Serbia_Medieval	EUROPE_CONTROL	Balkans	T0	CONTROL
I3123.SG	I3123	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I3125.SG	I3125	Italy_Sicily_MBA-2	Italy_Sicily_MBA-2	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I3130.SG	I3130	Scotland_LBA	Scotland_LBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3132.SG	I3132	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3133.SG	I3133	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3134.SG	I3134	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3135.SG	I3135	Scotland_N-olowEEF	Scotland_N-olowEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3136.SG	I3136	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I3139.SG	I3139	Scotland_RaschoilleCave_N	Scotland_RaschoilleCave_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I1131.SG	I1131	Serbia_EN	Serbia_EN	EUROPE_CONTROL	Balkans	T2	CONTROL
AA7-738.AG.BY.AA	AA7-738	Bulgaria_BachoKiroCave_IUP	Bulgaria_BachoKiroCave_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
BB7-240.AG.BY.AA	BB7-240	Bulgaria_BachoKiroCave_IUP	Bulgaria_BachoKiroCave_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
BK-1653.AG.BY.AA	BK-1653	Bulgaria_BachoKiroCave_UP	Bulgaria_BachoKiroCave_UP	EUROPE_CONTROL	Balkans	T4	CONTROL
CC7-2289.AG.BY.AA	CC7-2289	Bulgaria_BachoKiroCave_IUP	Bulgaria_BachoKiroCave_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
CC7-335.AG.BY.AA	CC7-335	Bulgaria_BachoKiroCave_IUP	Bulgaria_BachoKiroCave_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
F6-620.AG.BY.AA	F6-620	Bulgaria_BachoKiroCave_IUP	Bulgaria_BachoKiroCave_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
Oase1.AG.BY.AA	Oase1	Romania_IUP	Romania_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
Oase1_d.AG.BY.AA	Oase1	Romania_IUP	Romania_IUP	EUROPE_CONTROL	Balkans	T4	CONTROL
GRO010.TW	GRO010	Netherlands_Medieval_Saxon	Netherlands_Medieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO013.TW	GRO013	Netherlands_EarlyMedieval_Saxon	Netherlands_EarlyMedieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO015.TW	GRO015	Netherlands_Medieval_Saxon	Netherlands_Medieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO012.TW	GRO012	Netherlands_Medieval_Saxon	Netherlands_Medieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO016.TW	GRO016	Netherlands_Medieval_Saxon	Netherlands_Medieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO017.TW	GRO017	Netherlands_EarlyMedieval_Saxon	Netherlands_EarlyMedieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO019.TW	GRO019	Netherlands_Medieval_Saxon	Netherlands_Medieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO023.TW	GRO023	Netherlands_EarlyMedieval_Saxon	Netherlands_EarlyMedieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
GRO021.TW	GRO021	Netherlands_EarlyMedieval_Saxon	Netherlands_EarlyMedieval_Saxon	EUROPE_CONTROL	NW_Europe	T0	CONTROL
I11828.AG	I11828	Russia_Rostov_Eneolithic-2	Russia_Rostov_Eneolithic-2	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I11828.TW	I11828	Russia_Rostov_Eneolithic-2	Russia_Rostov_Eneolithic-2	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I20308.AG	I20308	Russia_Irkutsk_EBA_Glazkovo	Russia_Irkutsk_EBA_Glazkovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I22284.AG	I22284	Israel_Phoenician	Israel_Phoenician	LEVANT	Levant	T1	TARGET
AVL001.SG	AVL001	Denmark_N	Denmark_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
CGG105976.SG	CGG105976	Sweden_N_possible	Sweden_N_possible	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
CGG105983.SG	CGG105983	Sweden_N_possible	Sweden_N_possible	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
CGG106001.SG	CGG106001	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
CGG106007.SG	CGG106007	Sweden_Nastegarden_Steppe-oSteppe2	Sweden_Nastegarden_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FIR001.SG	FIR001	Sweden_Firsesten_Steppe-oSteppe2	Sweden_Firsesten_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
fra001.SG	fra001	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA002.SG	FRA002	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA003.SG	FRA003	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
fra004.SG	fra004	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA005.SG	FRA005	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA006.SG	FRA006	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA007.SG	FRA007	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
fra009.SG	fra009	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA010.SG	FRA010	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA011.SG	FRA011	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA012.SG	FRA012	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA013.SG	FRA013	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA014.SG	FRA014	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA015.SG	FRA015	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA020.SG	FRA020	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA021.SG	FRA021	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA022.SG	FRA022	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA023.SG	FRA023	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA024.SG	FRA024	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA025.SG	FRA025	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA026.SG	FRA026	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA027.SG	FRA027	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA028.SG	FRA028	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA029.SG	FRA029	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA030.SG	FRA030	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA031.SG	FRA031	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA032.SG	FRA032	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA034_alt1.SG	FRA034	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA034.SG	FRA034	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA035.SG	FRA035	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA037.SG	FRA037	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA038.SG	FRA038	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA039.SG	FRA039	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA040.SG	FRA040	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA041.SG	FRA041	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA042.SG	FRA042	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA043.SG	FRA043	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA101.SG	FRA101	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA102.SG	FRA102	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA103.SG	FRA103	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA104.SG	FRA104	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA105.SG	FRA105	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA106.SG	FRA106	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA107.SG	FRA107	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA108.SG	FRA108	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA201.SG	FRA201	Sweden_Fralsegarden_EBA-oSteppe1	Sweden_Fralsegarden_EBA-oSteppe1	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA202.SG	FRA202	Sweden_Fralsegarden_EBA-oSteppe1	Sweden_Fralsegarden_EBA-oSteppe1	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA301.SG	FRA301	Sweden_Fralsegarden_EBA-oSteppe2	Sweden_Fralsegarden_EBA-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
FRA302.SG	FRA302	Sweden_Fralsegarden_EBA-oSteppe2	Sweden_Fralsegarden_EBA-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
gok020.SG	gok020	Sweden_N_possible	Sweden_N_possible	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
Gok4.SG	Gok4	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE002.SG	HJE002	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE003.SG	HJE003	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE004.SG	HJE004	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE005.SG	HJE005	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE006.SG	HJE006	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE007.SG	HJE007	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE008.SG	HJE008	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE009.SG	HJE009	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE010.SG	HJE010	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE011.SG	HJE011	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE012.SG	HJE012	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HJE014.SG	HJE014	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HOL001_Sweden.SG	HOL001_Sweden	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HUN001_Sweden.SG	HUN001_Sweden	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
HUN002.SG	HUN002	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN001_Sweden.SG	LAN001_Sweden	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN002.SG	LAN002	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN003.SG	LAN003	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN004.SG	LAN004	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN005.SG	LAN005	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN006.SG	LAN006	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN007.SG	LAN007	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
LAN008.SG	LAN008	Sweden_N	Sweden_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
NAS001.SG	NAS001	Sweden_Nastegarden_Steppe-oSteppe2	Sweden_Nastegarden_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
NAS002.SG	NAS002	Sweden_Nastegarden_Steppe-oSteppe2	Sweden_Nastegarden_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
NAS003.SG	NAS003	Sweden_Nastegarden_Steppe-oSteppe2	Sweden_Nastegarden_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
NAS004.SG	NAS004	Sweden_Nastegarden_Steppe-oSteppe2	Sweden_Nastegarden_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
NAS005.SG	NAS005	Sweden_Nastegarden_Steppe-oSteppe2	Sweden_Nastegarden_Steppe-oSteppe2	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS001.SG	ROS001	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS002.SG	ROS002	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS003.SG	ROS003	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS004.SG	ROS004	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS007.SG	ROS007	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS008_Sweden.SG	ROS008_Sweden	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ros012.SG	ros012	Sweden_Rossberga_N_possible	Sweden_Rossberga_N_possible	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS014.SG	ROS014	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS016.SG	ROS016	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS018.SG	ROS018	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS021.SG	ROS021	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS023.SG	ROS023	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS024.SG	ROS024	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS025_Sweden.SG	ROS025_Sweden	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS026.SG	ROS026	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS027.SG	ROS027	Sweden_Rossberga_N_HG	Sweden_Rossberga_N_HG	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS029.SG	ROS029	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS030.SG	ROS030	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS032.SG	ROS032	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS033.SG	ROS033	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS036.SG	ROS036	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS038.SG	ROS038	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
ROS039.SG	ROS039	Sweden_Rossberga_N	Sweden_Rossberga_N	EUROPE_CONTROL	Northern_Europe	T1	CONTROL
YCH001.AG	YCH001	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH001.IM	YCH001	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH002.AG	YCH002	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH002.IM	YCH002	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH003.AG	YCH003	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH003.IM	YCH003	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH004.AG	YCH004	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH004.IM	YCH004	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH006.AG	YCH006	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH006.IM	YCH006	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH007.IM	YCH007	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH008.IM	YCH008	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH009.AG	YCH009	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH010.IM	YCH010	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH011.AG	YCH011	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH011.IM	YCH011	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH012.AG	YCH012	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH012.IM	YCH012	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH013.AG	YCH013	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH015.AG	YCH015	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH015.IM	YCH015	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH016.IM	YCH016	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH017_alt5.AG	YCH017	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH018.IM	YCH018	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH017_alt6.AG	YCH017	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH020.IM	YCH020	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH021.IM	YCH021	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH022.AG	YCH022	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH023.AG	YCH023	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH023.IM	YCH023	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH024.AG	YCH024	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH024.IM	YCH024	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH025.AG	YCH025	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH026.IM	YCH026	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH027.AG	YCH027	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH027.IM	YCH027	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH028.IM	YCH028	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH029.AG	YCH029	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH030.IM	YCH030	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH031.AG	YCH031	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH031.IM	YCH031	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH032.IM	YCH032	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH033.IM	YCH033	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH034.AG	YCH034	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH034.IM	YCH034	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH036.AG	YCH036	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH036.IM	YCH036	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH037.IM	YCH037	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH038.AG	YCH038	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH039.AG	YCH039	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH039.IM	YCH039	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH040.AG	YCH040	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH040.IM	YCH040	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH017.AG	YCH017	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH017.IM	YCH017	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH043.AG	YCH043	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH043.IM	YCH043	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH044.AG	YCH044	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH045.AG	YCH045	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH045.IM	YCH045	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH017_alt3.AG	YCH017	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH048.IM	YCH048	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH017_alt1.AG	YCH017	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH050.AG	YCH050	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH050.IM	YCH050	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH051.AG	YCH051	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH051.IM	YCH051	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH052.AG	YCH052	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH052.IM	YCH052	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH053.AG	YCH053	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH053.IM	YCH053	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
YCH055.AG	YCH055	Mexico_LateClassic	Mexico_LateClassic	OUTGROUP	Americas	T0	OUTGROUP
